TimeStamp	GazePointXLeft	GazePointYLeft	PupilLeft	ValidityLeft	GazePointXRight	GazePointYRight	PupilRight	ValidityRight	GazePointX	GazePointY
803.3	0.0341	-0.1940	4.2947	1	0.0868	-0.1362	3.9633	1	0.0604	-0.1651
806.6	0.0362	-0.1950	4.2990	1	0.0766	-0.1581	3.9849	1	0.0564	-0.1765
809.9	0.0377	-0.1949	4.2887	1	0.0766	-0.1514	3.9844	1	0.0571	-0.1731
813.2	0.0369	-0.1970	4.2910	1	0.0795	-0.1476	3.9662	1	0.0582	-0.1723
816.6	0.0367	-0.1976	4.3021	1	0.0753	-0.1490	4.0006	1	0.0560	-0.1733
819.9	0.0357	-0.1949	4.2922	1	0.0739	-0.1496	4.0047	1	0.0548	-0.1722
823.2	0.0362	-0.1973	4.3011	1	0.0748	-0.1517	4.0063	1	0.0555	-0.1745
826.6	0.0360	-0.1980	4.3069	1	0.0749	-0.1529	4.0086	1	0.0554	-0.1754
829.9	0.0351	-0.1990	4.3000	1	0.0745	-0.1488	3.9953	1	0.0548	-0.1739
833.3	0.0346	-0.2017	4.3144	1	0.0736	-0.1593	4.0329	1	0.0541	-0.1805
836.6	0.0338	-0.2002	4.3200	1	0.0698	-0.1651	4.0502	1	0.0518	-0.1826
839.9	0.0328	-0.1958	4.3038	1	0.0806	-0.1418	3.9725	1	0.0567	-0.1688
843.2	0.0353	-0.1953	4.3024	1	0.0753	-0.1527	4.0102	1	0.0553	-0.1740
846.6	0.0349	-0.1959	4.3074	1	0.0754	-0.1480	4.0066	1	0.0552	-0.1720
850.0	0.0313	-0.1971	4.3047	1	0.0734	-0.1663	4.0507	1	0.0524	-0.1817
853.2	0.0327	-0.1957	4.3067	1	0.0737	-0.1616	4.0423	1	0.0532	-0.1786
856.6	0.0336	-0.1958	4.3125	1	0.0695	-0.1643	4.0623	1	0.0515	-0.1800
859.9	0.0358	-0.1974	4.3220	1	0.0746	-0.1506	4.0543	1	0.0552	-0.1740
863.3	0.0354	-0.1984	4.3277	1	0.0697	-0.1593	4.0768	1	0.0526	-0.1788
866.6	0.0321	-0.1964	4.3156	1	0.0710	-0.1614	4.0952	1	0.0516	-0.1789
869.9	0.0350	-0.1957	4.3151	1	0.0711	-0.1482	4.0572	1	0.0530	-0.1720
873.2	0.0341	-0.1960	4.3245	1	0.0736	-0.1619	4.0538	1	0.0538	-0.1790
876.6	0.0334	-0.1974	4.3240	1	0.0742	-0.1561	4.0369	1	0.0538	-0.1767
880.0	0.0335	-0.1976	4.3333	1	0.0740	-0.1715	4.0792	1	0.0538	-0.1845
883.2	0.0332	-0.1987	4.3284	1	0.0761	-0.1627	4.0440	1	0.0546	-0.1807
886.6	0.0300	-0.1998	4.3247	1	0.0708	-0.1738	4.0700	1	0.0504	-0.1868
889.9	0.0330	-0.1955	4.3275	1	0.0726	-0.1382	3.9689	1	0.0528	-0.1669
893.3	0.0319	-0.1994	4.3380	1	0.0759	-0.1683	4.0582	1	0.0539	-0.1839
896.6	0.0342	-0.1935	4.3273	1	0.0737	-0.1582	4.0236	1	0.0540	-0.1758
899.9	0.0318	-0.1971	4.3262	1	0.0713	-0.1639	4.0443	1	0.0516	-0.1805
903.3	0.0339	-0.1979	4.3273	1	0.0750	-0.1542	4.0009	1	0.0545	-0.1760
906.6	0.0334	-0.1955	4.3376	1	0.0692	-0.1649	4.0631	1	0.0513	-0.1802
909.9	0.0309	-0.1950	4.3328	1	0.0714	-0.1632	4.0528	1	0.0511	-0.1791
913.2	0.0266	-0.1907	4.3211	1	0.0800	-0.1384	3.9967	1	0.0533	-0.1646
916.6	0.0293	-0.1930	4.3275	1	0.0727	-0.1433	4.0137	1	0.0510	-0.1682
919.9	0.0324	-0.1926	4.3339	1	0.0737	-0.1567	4.0729	1	0.0531	-0.1747
923.2	0.0295	-0.1939	4.3326	1	0.0713	-0.1538	4.0633	1	0.0504	-0.1739
